Connecting to host 10.1.5.1, port 2345
[ 45] local 10.1.2.1 port 34248 connected to 10.1.5.1 port 2345
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 45]   0.00-1.00   sec   631 KBytes  5.15 Mbits/sec    0   5.66 KBytes       
[ 45]  47.00-48.00  sec  27.5 MBytes   231 Mbits/sec    0   1.01 GBytes       
[ 45]  48.00-49.01  sec  26.2 MBytes   218 Mbits/sec    0   1.11 GBytes       
[ 45]  49.01-50.00  sec  28.8 MBytes   243 Mbits/sec    0   1.08 GBytes       
[ 45]  50.00-51.00  sec  27.5 MBytes   231 Mbits/sec    0   1.18 GBytes       
[ 45]  51.00-52.00  sec  28.8 MBytes   241 Mbits/sec    0   1.27 GBytes       
[ 45]  52.00-53.00  sec  27.5 MBytes   231 Mbits/sec    0   1.45 GBytes       
[ 45]  53.00-54.00  sec  27.5 MBytes   231 Mbits/sec    0   1.59 GBytes       
[ 45]  54.00-55.01  sec  26.2 MBytes   218 Mbits/sec    0   1.79 GBytes       
[ 45]  55.01-56.00  sec  27.5 MBytes   233 Mbits/sec    0   1.92 GBytes       
[ 45]  56.00-57.00  sec  27.5 MBytes   231 Mbits/sec    0   -2077948976.00 Bytes       
[ 45]  57.00-58.00  sec  27.5 MBytes   231 Mbits/sec    0   -1837253728.00 Bytes       
[ 45]  58.00-59.00  sec  15.0 MBytes   126 Mbits/sec    0   -1060178736.00 Bytes       
[ 45]  59.00-60.00  sec  27.5 MBytes   231 Mbits/sec    0   -1794575376.00 Bytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[ 45]   0.00-60.00  sec  1.48 GBytes   213 Mbits/sec    0             sender
[ 45]   0.00-60.00  sec  1.48 GBytes   212 Mbits/sec                  receiver

iperf Done.
