Connecting to host 10.1.5.1, port 2345
[ 45] local 10.1.2.1 port 34066 connected to 10.1.5.1 port 2345
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 45]   0.00-1.00   sec   809 KBytes  6.63 Mbits/sec    0   5.66 KBytes       
[ 45]   1.00-2.00   sec   713 KBytes  5.84 Mbits/sec    0   8.48 KBytes       
[ 45]   2.00-3.00   sec  1.81 MBytes  15.1 Mbits/sec    0    232 KBytes       
[ 45]   3.00-4.00   sec  3.23 MBytes  27.1 Mbits/sec    0    639 KBytes       
[ 45]   4.00-5.00   sec  5.00 MBytes  42.0 Mbits/sec    0    707 KBytes       
[ 45]   5.00-6.00   sec  2.50 MBytes  21.0 Mbits/sec    0    953 KBytes       
[ 45]   6.00-7.00   sec  5.00 MBytes  41.9 Mbits/sec    0   1.13 MBytes       
[ 45]   7.00-8.00   sec  7.50 MBytes  62.9 Mbits/sec    0   1.57 MBytes       
[ 45]   8.00-9.00   sec  7.50 MBytes  62.9 Mbits/sec    0   1.73 MBytes       
[ 45]   9.00-10.00  sec  6.25 MBytes  52.5 Mbits/sec    0   2.47 MBytes       
[ 45]  10.00-11.00  sec  7.50 MBytes  62.9 Mbits/sec    0   2.71 MBytes       
[ 45]  11.00-12.00  sec  10.0 MBytes  83.9 Mbits/sec    0   3.58 MBytes       
[ 45]  12.00-13.00  sec  8.75 MBytes  73.4 Mbits/sec    0   4.50 MBytes       
[ 45]  13.00-14.00  sec  11.2 MBytes  94.4 Mbits/sec    0   6.78 MBytes       
[ 45]  14.00-15.00  sec  13.8 MBytes   115 Mbits/sec    0   7.16 MBytes       
[ 45]  15.00-16.01  sec  15.0 MBytes   124 Mbits/sec    0   8.80 MBytes       
[ 45]  16.01-17.00  sec  16.2 MBytes   138 Mbits/sec    0   10.2 MBytes       
[ 45]  17.00-18.00  sec  12.5 MBytes   105 Mbits/sec  195   14.0 MBytes       
[ 45]  18.00-19.00  sec  16.2 MBytes   136 Mbits/sec  120   15.9 MBytes       
[ 45]  19.00-20.00  sec  17.5 MBytes   147 Mbits/sec  270   1.80 MBytes       
[ 45]  20.00-21.00  sec  17.5 MBytes   147 Mbits/sec    0   15.6 MBytes       
[ 45]  21.00-22.00  sec  16.2 MBytes   136 Mbits/sec  446   15.2 MBytes       
[ 45]  22.00-23.00  sec  11.2 MBytes  94.4 Mbits/sec   94   26.8 MBytes       
[ 45]  23.00-24.00  sec  15.0 MBytes   126 Mbits/sec  862   11.8 MBytes       
